    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 9319,         13566,            4250,           6818,    131268,       12235,      44832,              ,                ,               ,         ,           ,          
 9320,         13567,            4250,           6954,    131772,       12257,      44981,              ,                ,               ,         ,           ,          
 9321,         13568,            4250,           6765,    131189,       12209,      44581,              ,                ,               ,         ,           ,          
 9322,         13569,            4250,           6966,    131777,       12239,      45298,              ,                ,               ,         ,           ,          
 9323,         13570,            4250,           6881,    135064,       12244,      45555,              ,                ,               ,         ,           ,          
 9324,         13571,            4250,           6836,    134679,       12213,      45929,              ,                ,               ,         ,           ,          
 9325,         13572,            4250,           6772,    137683,       12273,      46400,              ,                ,               ,         ,           ,          
 9326,         13573,            4250,           6770,    138029,       12231,      46291,              ,                ,               ,         ,           ,          
 9327,         13574,            4250,           6779,    133870,       12254,      45285,              ,                ,               ,         ,           ,          
 9328,         13575,            4250,           6712,    132457,       12306,      45253,              ,                ,               ,         ,           ,          
 9329,         13576,            4250,           7085,    133469,       12265,      45568,              ,                ,               ,         ,           ,          
 9330,         13577,            4250,           6609,    133497,       12273,      44048,              ,                ,               ,         ,           ,          
 9331,         13578,            4250,           7192,    133387,       12226,      44760,              ,                ,               ,         ,           ,          
 9332,         13580,            4251,           6662,    132248,       12186,      44184,              ,                ,               ,         ,           ,          
 9333,         13583,            4253,           6677,    133947,       12246,      45970,              ,                ,               ,         ,           ,          
 9334,         13587,            4256,           6723,    135872,       12253,      46255,              ,                ,               ,         ,           ,          
 9335,         13589,            4257,           7118,    133037,       12259,      45826,              ,                ,               ,         ,           ,          
 9336,         13590,            4257,           6821,    133667,       12270,      45635,              ,                ,               ,         ,           ,          
 9337,         13591,            4257,           6942,    133197,       12239,      44351,              ,                ,               ,         ,           ,          
 9338,         13593,            4258,           6537,    132016,       12327,      43392,              ,                ,               ,         ,           ,          
 9339,         13594,            4258,           6885,    132970,       12286,      45176,              ,                ,               ,         ,           ,          
 9340,         13595,            4258,           6711,    132829,       12281,      44340,              ,                ,               ,         ,           ,          
 9341,         13597,            4259,           6828,    132464,       12318,      44023,              ,                ,               ,         ,           ,          
 9342,         13598,            4259,           6792,    132474,       12318,      44294,              ,                ,               ,         ,           ,          
 9343,         13599,            4259,           6969,    135838,       12282,      44950,              ,                ,               ,         ,           ,          
 9344,         13600,            4259,           6738,    135971,       12261,      46869,              ,                ,               ,         ,           ,          
 9345,         13602,            4260,           6895,    134328,       12245,      45396,              ,                ,               ,         ,           ,          
 9346,         13604,            4261,           6796,    133595,       12250,      46629,              ,                ,               ,         ,           ,          
 9347,         13609,            4265,           7004,    140054,       12224,      50846,              ,                ,               ,         ,           ,          
 9348,         13610,            4265,           7132,    139710,       12242,      48963,              ,                ,               ,         ,           ,          
 9349,         13611,            4265,           6986,    140309,       12270,      49083,              ,                ,               ,         ,           ,          
 9350,         13612,            4265,           6700,    138311,       12291,      48145,              ,                ,               ,         ,           ,          
 9351,         13613,            4265,           6957,    134504,       12253,      47268,              ,                ,               ,         ,           ,          
 9352,         13614,            4265,           7131,    134919,       12264,      46840,              ,                ,               ,         ,           ,          
 9353,         13615,            4265,           6778,    135019,       12276,      45834,              ,                ,               ,         ,           ,          
 9354,         13617,            4266,           6969,    134491,       12327,      45572,              ,                ,               ,         ,           ,          
 9355,         13618,            4266,           6814,    132646,       12296,      44825,              ,                ,               ,         ,           ,          
 9356,         13619,            4266,           6747,    131945,       12284,      44918,              ,                ,               ,         ,           ,          
 9357,         13620,            4266,           6925,    131756,       12276,      44910,              ,                ,               ,         ,           ,          
 9358,         13621,            4266,           6737,    133497,       12323,      45285,              ,                ,               ,         ,           ,          
 9359,         13622,            4266,           6892,    132329,       12200,      45172,              ,                ,               ,         ,           ,          
 9360,         13623,            4266,           6903,    131635,       12223,      45283,              ,                ,               ,         ,           ,          
 9361,         13625,            4267,           7110,    132064,       12256,      45972,              ,                ,               ,         ,           ,          
 9362,         13626,            4267,           6860,    132403,       12283,      46558,              ,                ,               ,         ,           ,          
 9363,         13627,            4267,           7391,    132451,       12214,      45894,              ,                ,               ,         ,           ,          
 9364,         13628,            4267,           7123,    132309,       12261,      44971,              ,                ,               ,         ,           ,          
 9365,         13630,            4268,           6825,    132220,       12274,      43855,              ,                ,               ,         ,           ,          
 9366,         13632,            4269,           6703,    132053,       12259,      43697,              ,                ,               ,         ,           ,          
 9367,         13635,            4271,           7160,    134084,       12219,      45366,              ,                ,               ,         ,           ,          
 9368,         13636,            4271,           6746,    133997,       12222,      45355,              ,                ,               ,         ,           ,          
 9369,         13637,            4271,           6700,    132679,       12329,      44035,              ,                ,               ,         ,           ,          
 9370,         13638,            4271,           6494,    133349,       12299,      44232,              ,                ,               ,         ,           ,          
 9371,         13639,            4271,           6672,    139442,       12217,      46355,              ,                ,               ,         ,           ,          
 9372,         13640,            4271,           6714,    139103,       12263,      45659,              ,                ,               ,         ,           ,          
 9373,         13641,            4271,           6716,    136850,       12232,      47168,              ,                ,               ,         ,           ,          
 9374,         13642,            4271,           7123,    138236,       12203,      48733,              ,                ,               ,         ,           ,          
 9375,         13644,            4272,           7324,    132685,       12269,      46080,              ,                ,               ,         ,           ,          
 9376,         13648,            4275,           6963,    133976,       12265,      46074,              ,                ,               ,         ,           ,          
 9377,         13650,            4276,           7070,    132841,       12248,      45412,              ,                ,               ,         ,           ,          
 9378,         13651,            4276,           6940,    132732,       12324,      45305,              ,                ,               ,         ,           ,          
 9379,         13652,            4276,           7051,    136506,       12318,      47737,              ,                ,               ,         ,           ,          
 9380,         13653,            4276,           7098,    136302,       12305,      47821,              ,                ,               ,         ,           ,          
 9381,         13654,            4276,           6752,    139014,       12311,      47570,              ,                ,               ,         ,           ,          
 9382,         13655,            4276,           7023,    137717,       12291,      46943,              ,                ,               ,         ,           ,          
 9383,         13656,            4276,           7018,    138610,       12296,      47611,              ,                ,               ,         ,           ,          
 9384,         13657,            4276,           6885,    135883,       12312,      46374,              ,                ,               ,         ,           ,          
 9385,         13660,            4278,           6827,    135738,       12314,      46332,              ,                ,               ,         ,           ,          
 9386,         13661,            4278,           6822,    135942,       12323,      45483,              ,                ,               ,         ,           ,          
 9387,         13662,            4278,           6858,    133351,       12303,      44322,              ,                ,               ,         ,           ,          
 9388,         13663,            4278,           6717,    133561,       12291,      44556,              ,                ,               ,         ,           ,          
 9389,         13665,            4279,           7066,    134303,       12296,      44968,              ,                ,               ,         ,           ,          
 9390,         13666,            4279,           6903,    135395,       12311,      45579,              ,                ,               ,         ,           ,          
 9391,         13667,            4279,           6823,    133963,       12352,      45632,              ,                ,               ,         ,           ,          
 9392,         13668,            4279,           7148,    133254,       12337,      45847,              ,                ,               ,         ,           ,          
 9393,         13671,            4281,           6874,    136115,       12328,      45929,              ,                ,               ,         ,           ,          
 9394,         13672,            4281,           6694,    136128,       12325,      45171,              ,                ,               ,         ,           ,          
 9395,         13673,            4281,           6800,    133183,       12370,      44733,              ,                ,               ,         ,           ,          
 9396,         13674,            4281,           6917,    132428,       12381,      45623,              ,                ,               ,         ,           ,          
 9397,         13675,            4281,           7009,    133168,       12305,      45008,              ,                ,               ,         ,           ,          
 9398,         13678,            4283,           7213,    133372,       12351,      45664,              ,                ,               ,         ,           ,          
 9399,         13679,            4283,           6773,    137603,       12354,      46708,              ,                ,               ,         ,           ,          
 9400,         13680,            4283,           7037,    137840,       12340,      49404,              ,                ,               ,         ,           ,          
 9401,         13682,            4284,           6896,    135269,       12346,      47196,              ,                ,               ,         ,           ,          
 9402,         13683,            4284,           6914,    132821,       12347,      45755,              ,                ,               ,         ,           ,          
 9403,         13687,            4287,           6924,    133106,       12339,      44976,              ,                ,               ,         ,           ,          
 9404,         13688,            4287,           6696,    134358,       12360,      44383,              ,                ,               ,         ,           ,          
 9405,         13689,            4287,           6675,    134434,       12337,      44214,              ,                ,               ,         ,           ,          
 9406,         13691,            4288,           6560,    133973,       12342,      44897,              ,                ,               ,         ,           ,          
 9407,         13692,            4288,           7014,    133595,       12331,      44575,              ,                ,               ,         ,           ,          
 9408,         13693,            4288,           6731,    133767,       12348,      44268,              ,                ,               ,         ,           ,          
 9409,         13694,            4288,           6973,    135995,       12352,      45548,              ,                ,               ,         ,           ,          
 9410,         13696,            4289,           6717,    134982,       12344,      44842,              ,                ,               ,         ,           ,          
 9411,         13697,            4289,           6739,    134378,       12373,      46130,              ,                ,               ,         ,           ,          
 9412,         13698,            4289,           7068,    134551,       12386,      46735,              ,                ,               ,         ,           ,          
 9413,         13699,            4289,           7025,    136977,       12353,      47805,              ,                ,               ,         ,           ,          
 9414,         13700,            4289,           7153,    134235,       12369,      47454,              ,                ,               ,         ,           ,          
 9415,         13701,            4289,           7179,    133622,       12341,      46545,              ,                ,               ,         ,           ,          
 9416,         13702,            4289,           7040,    133622,       12333,      46668,              ,                ,               ,         ,           ,          
 9417,         13703,            4289,           7222,    133905,       12363,      48632,              ,                ,               ,         ,           ,          
 9418,         13704,            4289,           7006,    133915,       12373,      47283,              ,                ,               ,         ,           ,          
 9419,         13705,            4289,           7065,    137409,       12375,      49387,              ,                ,               ,         ,           ,          
 9420,         13706,            4289,           7222,    137433,       12344,      49306,              ,                ,               ,         ,           ,          
 9421,         13707,            4289,           7066,    134185,       12329,      46689,              ,                ,               ,         ,           ,          
 9422,         13708,            4289,           6948,    134511,       12333,      46774,              ,                ,               ,         ,           ,          
 9423,         13709,            4289,           6986,    136497,       12387,      47659,              ,                ,               ,         ,           ,          
 9424,         13712,            4291,           7458,    137254,       12397,      48951,              ,                ,               ,         ,           ,          
 9425,         13713,            4291,           7350,    135048,       12350,      47989,              ,                ,               ,         ,           ,          
 9426,         13714,            4291,           7333,    135298,       12309,      46872,              ,                ,               ,         ,           ,          
 9427,         13715,            4291,           7037,    137808,       12345,      48082,              ,                ,               ,         ,           ,          
 9428,         13716,            4291,           7115,    138693,       12407,      48037,              ,                ,               ,         ,           ,          
 9429,         13718,            4292,           7056,    135201,       12374,      47620,              ,                ,               ,         ,           ,          
 9430,         13720,            4293,           7024,    135400,       12343,      46853,              ,                ,               ,         ,           ,          
 9431,         13721,            4293,           7232,    134771,       12399,      52983,              ,                ,               ,         ,           ,          
 9432,         13722,            4293,           7156,    134796,       12395,      47705,              ,                ,               ,         ,           ,          
 9433,         13723,            4293,           7311,    134675,       12400,      47834,              ,                ,               ,         ,           ,          
 9434,         13725,            4294,           7220,    135749,       12404,      46788,              ,                ,               ,         ,           ,          
 9435,         13727,            4295,           6903,    136104,       12437,      46296,              ,                ,               ,         ,           ,          
 9436,         13731,            4298,           6884,    134105,       12428,      46042,              ,                ,               ,         ,           ,          
 9437,         13733,            4299,           6781,    135361,       12366,      45715,              ,                ,               ,         ,           ,          
 9438,         13734,            4299,           6958,    137537,       12399,      47128,              ,                ,               ,         ,           ,          
 9439,         13735,            4299,           6897,    139593,       12400,      48222,              ,                ,               ,         ,           ,          
 9440,         13737,            4300,           6797,    139628,       12402,      47412,              ,                ,               ,         ,           ,          
 9441,         13739,            4301,           6989,    140170,       12331,      48238,              ,                ,               ,         ,           ,          
 9442,         13740,            4301,           6933,    140047,       12342,      48138,              ,                ,               ,         ,           ,          
 9443,         13741,            4301,           6960,    137438,       12417,      46623,              ,                ,               ,         ,           ,          
 9444,         13742,            4301,           7089,    137453,       12419,      46858,              ,                ,               ,         ,           ,          
 9445,         13744,            4302,           6906,    135503,       12406,      47499,              ,                ,               ,         ,           ,          
 9446,         13747,            4304,           7110,    139263,       12414,      50365,              ,                ,               ,         ,           ,          
 9447,         13749,            4305,           7227,    135649,       12457,      46828,              ,                ,               ,         ,           ,          
 9448,         13750,            4305,           8732,    135495,       12433,      46496,              ,                ,               ,         ,           ,          
 9449,         13751,            4305,           6913,    137814,       12463,      47925,              ,                ,               ,         ,           ,          
 9450,         13752,            4305,           7174,    137350,       12488,      48842,              ,                ,               ,         ,           ,          
 9451,         13753,            4305,           7317,    133521,       12406,      46958,              ,                ,               ,         ,           ,          
 9452,         13756,            4307,           7168,    134605,       12406,      45814,              ,                ,               ,         ,           ,          
 9453,         13758,            4308,           6941,    137021,       12393,      46935,              ,                ,               ,         ,           ,          
 9454,         13760,            4309,           7031,    135304,       12426,      46209,              ,                ,               ,         ,           ,          
 9455,         13761,            4309,           7037,    135196,       12332,      46422,              ,                ,               ,         ,           ,          
 9456,         13762,            4309,           6892,    137460,       12354,      53091,              ,                ,               ,         ,           ,          
 9457,         13763,            4309,           7397,    138929,       12382,      47573,              ,                ,               ,         ,           ,          
 9458,         13764,            4309,           7101,    138890,       12375,      48142,              ,                ,               ,         ,           ,          
 9459,         13765,            4309,           6982,    134919,       12431,      46875,              ,                ,               ,         ,           ,          
 9460,         13766,            4309,           6859,    134395,       12449,      46230,              ,                ,               ,         ,           ,          
 9461,         13769,            4311,           7048,    133436,       12481,      46825,              ,                ,               ,         ,           ,          
 9462,         13770,            4311,           7174,    134173,       12489,      48722,              ,                ,               ,         ,           ,          
 9463,         13771,            4311,           7285,    143357,       12440,      50679,              ,                ,               ,         ,           ,          
 9464,         13773,            4312,           7008,    144230,       12433,      50001,              ,                ,               ,         ,           ,          
 9465,         13774,            4312,           7201,    139315,       12426,      50559,              ,                ,               ,         ,           ,          
 9466,         13775,            4312,           7256,    140732,       12442,      49767,              ,                ,               ,         ,           ,          
 9467,         13776,            4312,           7475,    135579,       12460,      48580,              ,                ,               ,         ,           ,          
 9468,         13777,            4312,           7308,    137436,       12456,      49116,              ,                ,               ,         ,           ,          
 9469,         13778,            4312,           7017,    136702,       12406,      47393,              ,                ,               ,         ,           ,          
 9470,         13779,            4312,           7210,    138292,       12400,      48300,              ,                ,               ,         ,           ,          
 9471,         13780,            4312,           7120,    139279,       12414,      47962,              ,                ,               ,         ,           ,          
 9472,         13781,            4312,           7075,    137865,       12432,      51787,              ,                ,               ,         ,           ,          
 9473,         13782,            4312,           7305,    133766,       12470,      48152,              ,                ,               ,         ,           ,          
 9474,         13783,            4312,           7158,    133797,       12437,      47528,              ,                ,               ,         ,           ,          
 9475,         13785,            4313,           7103,    133896,       12454,      47238,              ,                ,               ,         ,           ,          
 9476,         13786,            4313,           7079,    133722,       12455,      46359,              ,                ,               ,         ,           ,          
 9477,         13787,            4313,           7150,    133628,       12414,      46864,              ,                ,               ,         ,           ,          
 9478,         13788,            4313,           7162,    133873,       12424,      46283,              ,                ,               ,         ,           ,          
 9479,         13790,            4314,           7049,    138628,       12443,      47937,              ,                ,               ,         ,           ,          
 9480,         13791,            4314,           6966,    138866,       12443,      47279,              ,                ,               ,         ,           ,          
 9481,         13792,            4314,           6852,    137608,       12467,      46820,              ,                ,               ,         ,           ,          
 9482,         13794,            4315,           7190,    137046,       12480,      48409,              ,                ,               ,         ,           ,          
 9483,         13795,            4315,           7116,    135085,       12419,      47766,              ,                ,               ,         ,           ,          
 9484,         13796,            4315,           7337,    135809,       12423,      48401,              ,                ,               ,         ,           ,          
 9485,         13797,            4315,           7132,    141793,       12457,      48635,              ,                ,               ,         ,           ,          
 9486,         13798,            4315,           7048,    141182,       12445,      48056,              ,                ,               ,         ,           ,          
 9487,         13799,            4315,           7067,    135860,       12473,      47595,              ,                ,               ,         ,           ,          
 9488,         13800,            4315,           7141,    136848,       12466,      47529,              ,                ,               ,         ,           ,          
 9489,         13801,            4315,           6978,    134893,       12504,      46121,              ,                ,               ,         ,           ,          
 9490,         13802,            4315,           6993,    134966,       12511,      46333,              ,                ,               ,         ,           ,          
 9491,         13803,            4315,           7062,    141924,       12474,      48147,              ,                ,               ,         ,           ,          
 9492,         13804,            4315,           7542,    140765,       12483,      49001,              ,                ,               ,         ,           ,          
 9493,         13805,            4315,           7532,    137584,       12499,      48243,              ,                ,               ,         ,           ,          
 9494,         13806,            4315,           7271,    134985,       12457,      47234,              ,                ,               ,         ,           ,          
 9495,         13807,            4315,           7029,    139124,       12502,      47403,              ,                ,               ,         ,           ,          
 9496,         13809,            4316,           7024,    138847,       12473,      48256,              ,                ,               ,         ,           ,          
 9497,         13810,            4316,           7073,    138715,       12496,      52231,              ,                ,               ,         ,           ,          
 9498,         13811,            4316,           7356,    140862,       12466,      49554,              ,                ,               ,         ,           ,          
 9499,         13813,            4317,           7297,    135569,       12525,      48351,              ,                ,               ,         ,           ,          
 9500,         13814,            4317,           7349,    135135,       12526,      48611,              ,                ,               ,         ,           ,          
 9501,         13817,            4319,           7295,    134879,       12511,      47736,              ,                ,               ,         ,           ,          
 9502,         13821,            4322,           7355,    139164,       12492,      48409,              ,                ,               ,         ,           ,          
 9503,         13822,            4322,           7211,    134257,       12505,      47485,              ,                ,               ,         ,           ,          
 9504,         13823,            4322,           7479,    134229,       12513,      46441,              ,                ,               ,         ,           ,          
 9505,         13824,            4322,           7111,    141403,       12473,      47977,              ,                ,               ,         ,           ,          
 9506,         13826,            4323,           6821,    142262,       12473,      48464,              ,                ,               ,         ,           ,          
 9507,         13827,            4323,           7095,    139897,       12470,      47569,              ,                ,               ,         ,           ,          
 9508,         13828,            4323,           7303,    139763,       12489,      61330,              ,                ,               ,         ,           ,          
 9509,         13829,            4323,           7780,    135582,       12497,      50882,              ,                ,               ,         ,           ,          
 9510,         13832,            4325,           7755,    135798,       12546,      60140,              ,                ,               ,         ,           ,          
 9511,         13835,            4327,           9072,    136106,       12534,      59525,              ,                ,               ,         ,           ,          
 9512,         13836,            4327,           9417,    137042,       12576,      61393,              ,                ,               ,         ,           ,          
 9513,         13837,            4327,           8531,    137306,       12528,      56550,              ,                ,               ,         ,           ,          
 9514,         13838,            4327,           8529,    137001,       12519,      55154,              ,                ,               ,         ,           ,          
 9515,         13839,            4327,           7963,    137171,       12530,      53496,              ,                ,               ,         ,           ,          
 9516,         13840,            4327,           7692,    136134,       12497,      52234,              ,                ,               ,         ,           ,          
 9517,         13841,            4327,           7832,    138190,       12487,      51238,              ,                ,               ,         ,           ,          
 9518,         13843,            4328,           7517,    138021,       12508,      51274,              ,                ,               ,         ,           ,          
 9519,         13846,            4330,           7351,    137559,       12562,      51757,              ,                ,               ,         ,           ,          
 9520,         13847,            4330,           7322,    136834,       12512,      49219,              ,                ,               ,         ,           ,          
 9521,         13848,            4330,           7264,    136722,       12503,      50323,              ,                ,               ,         ,           ,          
 9522,         13849,            4330,           7350,    137895,       12487,      49602,              ,                ,               ,         ,           ,          
 9523,         13850,            4330,           7482,    142331,       12486,      50286,              ,                ,               ,         ,           ,          
 9524,         13851,            4330,           7409,    142238,       12494,      50270,              ,                ,               ,         ,           ,          
 9525,         13852,            4330,           7024,    138567,       12468,      48051,              ,                ,               ,         ,           ,          
 9526,         13854,            4331,           6956,    138605,       12462,      47448,              ,                ,               ,         ,           ,          
 9527,         13856,            4332,           7276,    138285,       12500,      47515,              ,                ,               ,         ,           ,          
 9528,         13857,            4332,           7033,    138423,       12490,      48393,              ,                ,               ,         ,           ,          
 9529,         13858,            4332,           7397,    138436,       12564,      49495,              ,                ,               ,         ,           ,          
 9530,         13859,            4332,           7618,    139396,       12574,      49105,              ,                ,               ,         ,           ,          
 9531,         13860,            4332,           7352,    138145,       12546,      47523,              ,                ,               ,         ,           ,          
 9532,         13862,            4333,           7154,    138009,       12529,      47035,              ,                ,               ,         ,           ,          
 9533,         13863,            4333,           6877,    139190,       12595,      47817,              ,                ,               ,         ,           ,          
 9534,         13864,            4333,           6954,    139067,       12561,      48288,              ,                ,               ,         ,           ,          
 9535,         13865,            4333,           7326,    137743,       12581,      48673,              ,                ,               ,         ,           ,          
 9536,         13867,            4334,           7313,    137343,       12568,      48199,              ,                ,               ,         ,           ,          
 9537,         13871,            4337,           7098,    139763,       12549,      48046,              ,                ,               ,         ,           ,          
 9538,         13875,            4340,           7480,    139484,       12527,      47151,              ,                ,               ,         ,           ,          
 9539,         13876,            4340,           7171,    135815,       12558,      46440,              ,                ,               ,         ,           ,          
 9540,         13877,            4340,           7134,    135917,       12547,      47259,              ,                ,               ,         ,           ,          
 9541,         13878,            4340,           6936,    135051,       12516,      46689,              ,                ,               ,         ,           ,          
 9542,         13879,            4340,           7402,    135681,       12494,      46849,              ,                ,               ,         ,           ,          
 9543,         13881,            4341,           7208,    138191,       12542,      47398,              ,                ,               ,         ,           ,          
 9544,         13882,            4341,           6844,    138201,       12544,      51065,              ,                ,               ,         ,           ,          
 9545,         13883,            4341,           7027,    138507,       12550,      46980,              ,                ,               ,         ,           ,          
 9546,         13884,            4341,           7233,    139029,       12556,      47320,              ,                ,               ,         ,           ,          
 9547,         13886,            4342,           7123,    138394,       12516,      48769,              ,                ,               ,         ,           ,          
 9548,         13887,            4342,           7312,    135969,       12520,      47446,              ,                ,               ,         ,           ,          
 9549,         13888,            4342,           7073,    137744,       12507,      47474,              ,                ,               ,         ,           ,          
 9550,         13890,            4343,           7232,    137357,       12513,      47548,              ,                ,               ,         ,           ,          
 9551,         13891,            4343,           7037,    137507,       12522,      49728,              ,                ,               ,         ,           ,          
 9552,         13892,            4343,           7266,    138450,       12564,      49623,              ,                ,               ,         ,           ,          
 9553,         13893,            4343,           7494,    136761,       12506,      48323,              ,                ,               ,         ,           ,          
 9554,         13894,            4343,           7345,    136771,       12508,      47753,              ,                ,               ,         ,           ,          
 9555,         13895,            4343,           7246,    137720,       12544,      47997,              ,                ,               ,         ,           ,          
 9556,         13896,            4343,           7124,    137789,       12562,      48137,              ,                ,               ,         ,           ,          
 9557,         13897,            4343,           7201,    137184,       12580,      47948,              ,                ,               ,         ,           ,          
 9558,         13900,            4345,           7306,    140081,       12561,      48711,              ,                ,               ,         ,           ,          
 9559,         13901,            4345,           7243,    136542,       12576,      47651,              ,                ,               ,         ,           ,          
 9560,         13902,            4345,           7151,    136010,       12556,      48786,              ,                ,               ,         ,           ,          
 9561,         13903,            4345,           7371,    136189,       12551,      49287,              ,                ,               ,         ,           ,          
 9562,         13904,            4345,           7504,    136643,       12556,      49632,              ,                ,               ,         ,           ,          
 9563,         13905,            4345,           7324,    136120,       12501,      48993,              ,                ,               ,         ,           ,          
 9564,         13906,            4345,           7202,    136144,       12514,      47248,              ,                ,               ,         ,           ,          
 9565,         13907,            4345,           7241,    136063,       12504,      47420,              ,                ,               ,         ,           ,          
 9566,         13908,            4345,           7146,    136894,       12506,      47728,              ,                ,               ,         ,           ,          
 9567,         13911,            4347,           7151,    139428,       12537,      48629,              ,                ,               ,         ,           ,          
 9568,         13912,            4347,           7197,    138753,       12538,      48004,              ,                ,               ,         ,           ,          
 9569,         13913,            4347,           7198,    142325,       12553,      49140,              ,                ,               ,         ,           ,          
 9570,         13914,            4347,           7218,    142490,       12554,      49455,              ,                ,               ,         ,           ,          
 9571,         13915,            4347,           7699,    140937,       12554,      49750,              ,                ,               ,         ,           ,          
 9572,         13916,            4347,           7365,    141062,       12569,      49606,              ,                ,               ,         ,           ,          
 9573,         13918,            4348,           7203,    137338,       12559,      46701,              ,                ,               ,         ,           ,          
 9574,         13920,            4349,           7058,    136805,       12556,      47055,              ,                ,               ,         ,           ,          
 9575,         13921,            4349,           6968,    138248,       12534,      47405,              ,                ,               ,         ,           ,          
 9576,         13922,            4349,           7272,    137200,       12546,      47350,              ,                ,               ,         ,           ,          
 9577,         13923,            4349,           7083,    135154,       12602,      48209,              ,                ,               ,         ,           ,          
 9578,         13924,            4349,           7518,    135064,       12578,      47168,              ,                ,               ,         ,           ,          
 9579,         13925,            4349,           7307,    138508,       12593,      48593,              ,                ,               ,         ,           ,          
 9580,         13927,            4350,           6930,    136361,       12586,      47439,              ,                ,               ,         ,           ,          
 9581,         13930,            4352,           7091,    139819,       12600,      48377,              ,                ,               ,         ,           ,          
 9582,         13934,            4355,           7310,    140485,       12564,      48346,              ,                ,               ,         ,           ,          
